eta index 1,eta index 2,centrality index,bin width,# Particles,mean 1,mean 2,cov,Sigma,Delta,Bcorr
0,1,5,4,4.40687e+07,2.26958,2.28876,2.07051,0.503137,1.15084,0.643571
0,1,6,0,7.20776e+06,1.85732,1.87077,1.68605,0.503158,1.1444,0.642563
0,1,6,1,1.44171e+07,1.85762,1.87101,1.68636,0.503325,1.1341,0.642495
0,1,6,2,2.16356e+07,1.85843,1.87197,1.68973,0.50341,1.13311,0.642805
0,1,6,3,2.88464e+07,1.85859,1.87225,1.69361,0.50334,1.10849,0.643338
0,1,6,4,3.60673e+07,1.8589,1.87253,1.69867,0.503211,1.13217,0.644045
0,1,7,0,5.68605e+06,1.46769,1.47644,1.32754,0.502725,1.19775,0.642075
0,1,7,1,1.13759e+07,1.46765,1.47601,1.32818,0.503,1.23927,0.642097
0,1,7,2,1.70611e+07,1.46778,1.47588,1.33033,0.502993,1.14289,0.642471
0,1,7,3,2.27479e+07,1.46804,1.47605,1.33419,0.502867,1.18592,0.643161
0,1,7,4,2.84364e+07,1.46842,1.47667,1.33853,0.502934,1.20628,0.643796
0,1,8,0,4.22054e+06,1.09408,1.09894,0.973134,0.502129,1.17617,0.638657
0,1,8,1,8.4424e+06,1.09416,1.09872,0.974699,0.502247,1.26506,0.638987
0,1,8,2,1.26679e+07,1.09447,1.09895,0.977167,0.50244,1.21323,0.639427
0,1,8,3,1.68874e+07,1.0946,1.09884,0.98002,0.502468,1.29646,0.640082
0,1,8,4,2.11084e+07,1.09483,1.09925,0.984299,0.502641,1.31229,0.640939
0,2,0,0,4.39832e+08,2.2815,2.3206,2.92267,1.01431,-0.222419,0.555995
0,2,0,1,4.39832e+08,2.2815,2.3206,2.92267,1.01431,-0.222419,0.555995
0,2,0,2,4.39832e+08,2.2815,2.3206,2.92267,1.01431,-0.222419,0.555995
0,2,0,3,4.39832e+08,2.2815,2.3206,2.92267,1.01431,-0.222419,0.555995
0,2,0,4,4.39832e+08,2.2815,2.3206,2.92267,1.01431,-0.222419,0.555995
0,2,1,0,1.89706e+07,4.88517,5.01198,1.87591,1.01493,1.27194,0.271954
0,2,1,1,3.80492e+07,4.89833,5.02824,1.91206,1.01506,1.21995,0.275131
0,2,1,2,5.7371e+07,4.92416,5.05567,1.98048,1.01517,1.20511,0.281093
0,2,1,3,7.71832e+07,4.96856,5.10281,2.10673,1.01501,1.16225,0.291888
0,2,1,4,9.83978e+07,5.06934,5.20941,2.45966,1.0151,1.05474,0.320424
0,2,2,0,1.48699e+07,3.82694,3.91357,1.47908,1.01637,1.17974,0.273274
0,2,2,1,2.9751e+07,3.82938,3.91431,1.48823,1.01517,1.16646,0.274654
0,2,2,2,4.46657e+07,3.83252,3.91737,1.49994,1.01472,1.16807,0.276146
0,2,2,3,5.96086e+07,3.8366,3.9215,1.51412,1.01485,1.1646,0.277791
0,2,2,4,7.45794e+07,3.84159,3.92702,1.53385,1.01491,1.17935,0.280113
0,2,3,0,1.24452e+07,3.20294,3.266,1.24698,1.01448,1.2314,0.275386
0,2,3,1,2.48854e+07,3.20364,3.26514,1.25133,1.01416,1.19136,0.276148
0,2,3,2,3.73375e+07,3.20486,3.26605,1.2555,1.01467,1.19066,0.276647
0,2,3,3,4.98185e+07,3.20654,3.26729,1.26335,1.01441,1.19354,0.277858
0,2,3,4,6.23006e+07,3.20834,3.26913,1.27256,1.01463,1.21209,0.27916
0,2,4,0,1.05084e+07,2.70696,2.7516,1.05823,1.0143,1.34075,0.27656
0,2,4,1,2.10174e+07,2.70691,2.75135,1.0618,1.01405,1.23655,0.277294
0,2,4,2,3.1542e+07,2.70745,2.75231,1.06542,1.01435,1.23702,0.277861
0,2,4,3,4.20762e+07,2.70849,2.75254,1.07071,1.0147,1.23406,0.278739
0,2,4,4,5.26114e+07,2.70923,2.75305,1.078,1.01438,1.20157,0.280122
0,2,5,0,8.81843e+06,2.26981,2.29909,0.892217,1.01522,1.05948,0.277829
0,2,5,1,1.76222e+07,2.26883,2.2989,0.894371,1.01462,1.1209,0.278482
0,2,5,2,2.64356e+07,2.26918,2.29914,0.896707,1.01475,1.16819,0.278957
0,2,5,3,3.52455e+07,2.26898,2.29879,0.902534,1.01435,1.15732,0.280365
0,2,5,4,4.40687e+07,2.26958,2.29915,0.907495,1.01457,1.20446,0.281387
0,2,6,0,7.20776e+06,1.85732,1.87726,0.735436,1.01366,1.25865,0.279824
0,2,6,1,1.44171e+07,1.85762,1.87714,0.736447,1.01325,1.26681,0.280174
0,2,6,2,2.16356e+07,1.85843,1.87793,0.738974,1.01346,1.27635,0.280736
0,2,6,3,2.88464e+07,1.85859,1.87821,0.742564,1.01353,1.25205,0.281678
0,2,6,4,3.60673e+07,1.8589,1.87835,0.747278,1.01366,1.23741,0.28291
0,2,7,0,5.68605e+06,1.46769,1.47883,0.576418,1.0123,1.50382,0.278761
0,2,7,1,1.13759e+07,1.46765,1.47808,0.577044,1.01298,1.45093,0.278897
0,2,7,2,1.70611e+07,1.46778,1.4782,0.579389,1.01311,1.31376,0.279671
0,2,7,3,2.27479e+07,1.46804,1.47843,0.583015,1.01285,1.4158,0.280948
0,2,7,4,2.84364e+07,1.46842,1.47895,0.587444,1.01282,1.3848,0.282424
0,2,8,0,4.22054e+06,1.09408,1.09861,0.413034,1.01214,1.51549,0.271253
