eta index 1,eta index 2,centrality index,bin width,# Particles,mean 1,mean 2,cov,Sigma,Delta,Bcorr
0,1,6,0,7.20052e+06,1.85736,1.87077,1.68593,0.503163,1.14038,0.642541
0,1,6,1,1.44029e+07,1.85768,1.87102,1.68628,0.503332,1.13304,0.642476
0,1,6,2,2.16142e+07,1.85849,1.872,1.68968,0.503405,1.13141,0.642795
0,1,6,3,2.8818e+07,1.85865,1.87227,1.69356,0.503338,1.10588,0.643326
0,1,6,4,3.60316e+07,1.85895,1.87256,1.69863,0.503209,1.13015,0.644034
0,1,7,0,5.68105e+06,1.46775,1.47646,1.32753,0.502716,1.1999,0.64207
0,1,7,1,1.13653e+07,1.46768,1.47601,1.32817,0.502991,1.23799,0.642097
0,1,7,2,1.70452e+07,1.46781,1.47588,1.33031,0.502986,1.14016,0.642469
0,1,7,3,2.27265e+07,1.46807,1.47606,1.33419,0.50286,1.18611,0.643162
0,1,7,4,2.84098e+07,1.46846,1.47669,1.33852,0.502932,1.20493,0.643793
0,1,8,0,4.21688e+06,1.09409,1.09894,0.973218,0.502115,1.17416,0.638682
0,1,8,1,8.43504e+06,1.09416,1.09871,0.97478,0.502226,1.25835,0.639018
0,1,8,2,1.26568e+07,1.09447,1.09893,0.977241,0.502424,1.21081,0.639453
0,1,8,3,1.68724e+07,1.09459,1.09883,0.98008,0.502452,1.29439,0.640106
0,1,8,4,2.10896e+07,1.09481,1.09923,0.984343,0.502631,1.3107,0.640958
0,2,0,0,4.39194e+08,2.28075,2.31979,2.92095,1.01431,-0.225979,0.555934
0,2,0,1,4.39194e+08,2.28075,2.31979,2.92095,1.01431,-0.225979,0.555934
0,2,0,2,4.39194e+08,2.28075,2.31979,2.92095,1.01431,-0.225979,0.555934
0,2,0,3,4.39194e+08,2.28075,2.31979,2.92095,1.01431,-0.225979,0.555934
0,2,0,4,4.39194e+08,2.28075,2.31979,2.92095,1.01431,-0.225979,0.555934
0,2,1,0,1.89307e+07,4.8846,5.01139,1.87527,1.01488,1.27243,0.271921
0,2,1,1,3.79689e+07,4.89775,5.02767,1.91147,1.01502,1.21887,0.2751
0,2,1,2,5.7248e+07,4.92349,5.055,1.97974,1.01515,1.20209,0.281049
0,2,1,3,7.70153e+07,4.96786,5.10205,2.10595,1.01501,1.16004,0.291841
0,2,1,4,9.8171e+07,5.06836,5.20838,2.4582,1.01508,1.05212,0.320339
0,2,2,0,1.4846e+07,3.82668,3.91322,1.4788,1.01638,1.17696,0.27325
0,2,2,1,2.97034e+07,3.82912,3.91398,1.48792,1.01517,1.16401,0.274626
0,2,2,2,4.45943e+07,3.83225,3.91705,1.49955,1.01471,1.1662,0.27611
0,2,2,3,5.95138e+07,3.83632,3.92115,1.51371,1.01486,1.16451,0.277753
0,2,2,4,7.44608e+07,3.84129,3.92666,1.53343,1.01492,1.17869,0.280071
0,2,3,0,1.24285e+07,3.20278,3.26582,1.24692,1.01446,1.23736,0.275391
0,2,3,1,2.48521e+07,3.20346,3.26495,1.25118,1.01414,1.19561,0.27614
0,2,3,2,3.72874e+07,3.20469,3.26586,1.2553,1.01467,1.19317,0.276627
0,2,3,3,4.97518e+07,3.20638,3.26711,1.26316,1.01441,1.19447,0.277838
0,2,3,4,6.22172e+07,3.20818,3.26894,1.27234,1.01463,1.21251,0.279137
0,2,4,0,1.04957e+07,2.7069,2.75151,1.05807,1.01427,1.33963,0.27654
0,2,4,1,2.09925e+07,2.70685,2.75126,1.06164,1.01404,1.23406,0.277268
0,2,4,2,3.15045e+07,2.70739,2.75221,1.06526,1.01433,1.23772,0.277838
0,2,4,3,4.20264e+07,2.70844,2.75245,1.07056,1.01469,1.23436,0.278718
0,2,4,4,5.25486e+07,2.70917,2.75295,1.07784,1.01436,1.20103,0.280102
0,2,5,0,8.80886e+06,2.26983,2.29912,0.892122,1.01518,1.0528,0.277813
0,2,5,1,1.76033e+07,2.26887,2.2989,0.894259,1.01461,1.11511,0.278457
0,2,5,2,2.64071e+07,2.2692,2.29912,0.896533,1.01477,1.16351,0.278913
0,2,5,3,3.52076e+07,2.269,2.29877,0.902373,1.01436,1.15348,0.280325
0,2,5,4,4.4021e+07,2.26959,2.29913,0.907331,1.01458,1.20158,0.281348
0,2,6,0,7.20052e+06,1.85736,1.8773,0.735428,1.01363,1.2511,0.279824
0,2,6,1,1.44029e+07,1.85768,1.87715,0.736436,1.01322,1.26421,0.280172
0,2,6,2,2.16142e+07,1.85849,1.87793,0.738947,1.01344,1.27366,0.280729
0,2,6,3,2.8818e+07,1.85865,1.87821,0.742523,1.01352,1.24821,0.281666
0,2,6,4,3.60316e+07,1.85895,1.87837,0.747241,1.01364,1.23519,0.2829
0,2,7,0,5.68105e+06,1.46775,1.47882,0.576381,1.01232,1.49768,0.27874
0,2,7,1,1.13653e+07,1.46768,1.47808,0.577019,1.013,1.44534,0.278884
