eta index 1,eta index 2,centrality index,mean 1,mean 2,cov,Sigma,Delta,Bcorr
8,1,3,3.39075,3.23587,1.07898,1.08523,1.5214,0.230887
8,1,4,2.83755,2.72796,0.906592,1.08156,1.27522,0.231528
8,1,5,2.35112,2.28021,0.759169,1.08589,1.58633,0.231931
8,1,6,1.89895,1.87132,0.621342,1.08797,2.34921,0.232528
8,1,7,1.47972,1.46918,0.489458,1.07418,3.88275,0.236091
8,1,8,1.091,1.10009,0.356955,1.06725,-0.488387,0.233889
8,2,0,2.40068,2.32687,3.04627,1.07032,-0.862179,0.546301
8,2,1,5.52462,5.21015,2.35583,1.07471,1.06824,0.29004
8,2,2,4.11285,3.92315,1.36715,1.07291,1.28149,0.240831
8,2,3,3.39075,3.27651,1.14972,1.06858,1.71331,0.244053
8,2,4,2.83755,2.75306,0.944382,1.06993,1.26227,0.240008
8,2,5,2.35112,2.29719,0.800238,1.06376,1.15484,0.244538
8,2,6,1.89895,1.88343,0.644032,1.0762,2.88628,0.240378
8,2,7,1.47972,1.48011,0.507354,1.06855,-106.118,0.242914
8,2,8,1.091,1.10101,0.367977,1.05607,-0.0401373,0.241228
8,3,0,2.40068,2.3508,3.12504,1.05687,-1.19716,0.554497
8,3,1,5.52462,5.28803,2.47236,1.05971,1.06788,0.301488
8,3,2,4.11285,3.97941,1.44624,1.05605,1.2427,0.252904
8,3,3,3.39075,3.31196,1.20224,1.05655,2.00783,0.253506
8,3,4,2.83755,2.78045,0.995491,1.05822,1.66673,0.250895
8,3,5,2.35112,2.32041,0.831364,1.05505,1.39927,0.252262
8,3,6,1.89895,1.8903,0.671809,1.063,4.43071,0.250141
8,3,7,1.47972,1.48593,0.535534,1.0514,-5.90553,0.255687
8,3,8,1.091,1.10438,0.379118,1.04905,-0.111851,0.247684
8,4,0,2.40068,2.37057,3.19909,1.04215,-1.86914,0.562705
8,4,1,5.52462,5.35829,2.58386,1.04526,1.07193,0.312396
8,4,2,4.11285,4.02577,1.53472,1.04009,1.49976,0.26613
8,4,3,3.39075,3.33727,1.23914,1.04732,2.34374,0.260219
8,4,4,2.83755,2.80161,1.0392,1.04228,1.5423,0.261243
8,4,5,2.35112,2.34108,0.87503,1.03897,1.82578,0.264157
8,4,6,1.89895,1.89863,0.7053,1.04549,75.9474,0.26215
8,4,7,1.47972,1.49004,0.55731,1.03492,-2.34068,0.266145
8,4,8,1.091,1.1059,0.394805,1.03516,0.0176093,0.257725
8,5,0,2.40068,2.38296,3.25871,1.02794,-2.9258,0.569975
8,5,1,5.52462,5.41173,2.67438,1.03102,0.852419,0.321748
8,5,2,4.11285,4.05683,1.5968,1.02824,1.82436,0.275464
8,5,3,3.39075,3.35991,1.28807,1.02703,1.49943,0.270911
8,5,4,2.83755,2.81009,1.07182,1.03184,1.69835,0.268931
8,5,5,2.35112,2.34677,0.911648,1.0248,3.41539,0.274689
8,5,6,1.89895,1.90307,0.736086,1.0261,-1.00123,0.273973
8,5,7,1.47972,1.49346,0.56515,1.02853,-1.07979,0.269873
8,5,8,1.091,1.10529,0.411768,1.01843,0.142299,0.269103
8,6,0,2.40068,2.38143,3.29822,1.01617,-1.21124,0.575815
8,6,1,5.52462,5.43664,2.75617,1.0206,1.08264,0.330097
8,6,2,4.11285,4.05673,1.63558,1.01667,1.52228,0.282566
8,6,3,3.39075,3.36584,1.33813,1.01392,1.89142,0.28092
8,6,4,2.83755,2.81126,1.10567,1.01747,1.18085,0.277849
8,6,5,2.35112,2.33822,0.931571,1.01443,1.66239,0.281437
8,6,6,1.89895,1.89527,0.749465,1.01275,-1.561,0.280618
8,6,7,1.47972,1.48446,0.575805,1.01716,-3.86894,0.276391
8,6,8,1.091,1.09686,0.418792,1.00717,-0.370161,0.275417
8,7,0,2.40068,2.3835,4.53967,0.504315,0.172,0.790053
8,7,1,5.52462,5.46692,5.61557,0.504312,1.34575,0.669552
8,7,2,4.11285,4.07103,3.73298,0.504497,1.4995,0.643921
8,7,3,3.39075,3.3657,3.0602,0.504251,1.91482,0.642411
8,7,4,2.83755,2.81911,2.55535,0.504365,0.748318,0.641749
8,7,5,2.35112,2.33634,2.12606,0.505938,2.04972,0.641964
8,7,6,1.89895,1.89295,1.71756,0.503916,0.864496,0.642569
8,7,7,1.47972,1.47607,1.32553,0.502698,3.29855,0.640831
8,7,8,1.091,1.08779,0.962907,0.503425,2.74925,0.637126
8,8,0,2.40068,2.40068,5.78596,0,inf,1
8,8,1,5.52462,5.52462,8.43644,0,inf,1
8,8,2,4.11285,4.11285,5.82523,0,-inf,1
8,8,3,3.39075,3.39075,4.77497,0,-inf,1
8,8,4,2.83755,2.83755,4.00096,0,-inf,1
8,8,5,2.35112,2.35112,3.31755,0,-inf,1
8,8,6,1.89895,1.89895,2.67883,0,-inf,1
8,8,7,1.47972,1.47972,2.06754,0,inf,1
8,8,8,1.091,1.091,1.51137,-1.09266e-07,inf,1
8,9,0,2.40068,2.41098,4.58964,0.503839,1.74817,0.791074
8,9,1,5.52462,5.56487,5.63721,0.504634,3.11204,0.668308
8,9,2,4.11285,4.1343,3.74367,0.50311,3.48053,0.643445
8,9,3,3.39075,3.41053,3.05901,0.504265,2.93089,0.640799
8,9,4,2.83755,2.84511,2.56914,0.502056,4.22601,0.64299
8,9,5,2.35112,2.35854,2.12403,0.505699,3.54455,0.640764
8,9,6,1.89895,1.90391,1.71809,0.504904,3.10726,0.641528
8,9,7,1.47972,1.48158,1.31751,0.505478,4.50691,0.637729
8,9,8,1.091,1.09351,0.960338,0.499975,6.70287,0.637498
8,10,0,2.40068,2.41476,3.37094,1.01456,0.880125,0.579826
8,10,1,5.52462,5.59208,2.81051,1.0157,2.47091,0.33238
8,10,2,4.11285,4.14613,1.64019,1.01262,3.03908,0.281744
8,10,3,3.39075,3.41589,1.31745,1.0158,2.85171,0.27594
8,10,4,2.83755,2.8494,1.10382,1.01595,4.22417,0.27647
8,10,5,2.35112,2.35687,0.916897,1.01367,7.85482,0.277595
8,10,6,1.89895,1.90523,0.738301,1.01844,3.89517,0.275956
8,10,7,1.47972,1.47889,0.560445,1.01149,-23.2903,0.272494
8,10,8,1.091,1.09097,0.400825,1.01199,-342.457,0.266351
8,11,0,2.40068,2.42035,3.35941,1.02768,-0.331445,0.575573
8,11,1,5.52462,5.62999,2.76534,1.02955,1.70597,0.325066
8,11,2,4.11285,4.16296,1.58671,1.02518,2.68898,0.272236
8,11,3,3.39075,3.42384,1.2794,1.02807,2.37145,0.267535
8,11,4,2.83755,2.85259,1.05679,1.03263,3.65489,0.264555
8,11,5,2.35112,2.35498,0.882673,1.02824,10.7982,0.267307
8,11,6,1.89895,1.90488,0.709971,1.02864,7.03263,0.266279
8,11,7,1.47972,1.47795,0.542974,1.02584,-5.67595,0.263577
8,11,8,1.091,1.08909,0.387407,1.02027,-9.57574,0.258353
8,12,0,2.40068,2.43413,3.35487,1.04191,-0.418844,0.571179
8,12,1,5.52462,5.6864,2.70579,1.04598,1.41476,0.315791
8,12,2,4.11285,4.19769,1.5251,1.04113,2.21873,0.260678
8,12,3,3.39075,3.445,1.24262,1.04045,1.93989,0.258963
8,12,4,2.83755,2.86031,1.01812,1.04619,3.02409,0.254625
8,12,5,2.35112,2.36221,0.842923,1.04415,5.33288,0.255161
8,12,6,1.89895,1.91374,0.685889,1.03959,4.32648,0.257127
8,12,7,1.47972,1.48223,0.526123,1.0365,7.88211,0.25526
8,12,8,1.091,1.0897,0.373495,1.03129,-17.7344,0.249344
8,13,0,2.40068,2.44661,3.34422,1.05436,-0.128302,0.566855
8,13,1,5.52462,5.73168,2.62454,1.05882,1.63159,0.305817
8,13,2,4.11285,4.22571,1.46946,1.05646,1.9662,0.250203
8,13,3,3.39075,3.46754,1.20208,1.0508,2.02283,0.250183
8,13,4,2.83755,2.87704,0.969409,1.05941,3.0487,0.242595
8,13,5,2.35112,2.37354,0.824576,1.0502,3.89713,0.249478
8,13,6,1.89895,1.91515,0.652009,1.05563,4.51148,0.244666
8,13,7,1.47972,1.48279,0.503763,1.04768,10.5412,0.24507
8,13,8,1.091,1.09039,0.359321,1.04395,-40.6287,0.239884
8,14,0,2.40068,2.43237,3.29014,1.07149,-1.07708,0.559606
8,14,1,5.52462,5.7107,2.50009,1.08052,1.61765,0.291768
8,14,2,4.11285,4.20907,1.3855,1.07498,2.14169,0.236532
8,14,3,3.39075,3.45264,1.12156,1.06764,2.82464,0.234935
8,14,4,2.83755,2.86191,0.913647,1.0781,4.05378,0.229235
8,14,5,2.35112,2.35728,0.783293,1.06257,13.4571,0.238479
8,14,6,1.89895,1.89631,0.616141,1.06673,-26.2228,0.233372
8,14,7,1.47972,1.46943,0.476411,1.06259,-1.92014,0.233163
8,14,8,1.091,1.07876,0.34032,1.06086,-0.520103,0.228215
8,15,0,2.40068,2.24936,3.01829,1.14183,3.32795,0.532564
8,15,1,5.52462,5.29464,2.24807,1.18895,5.17115,0.259608
8,15,2,4.11285,3.89717,1.22553,1.15375,3.02828,0.209952
8,15,3,3.39075,3.19667,0.990021,1.13698,2.40356,0.209344
8,15,4,2.83755,2.64442,0.810498,1.13515,2.0015,0.20691
8,15,5,2.35112,2.17613,0.668592,1.12538,1.66175,0.208107
8,15,6,1.89895,1.75308,0.554939,1.1073,1.42354,0.215528
8,15,7,1.47972,1.35536,0.425158,1.09537,1.35268,0.21515
8,15,8,1.091,0.993404,0.298277,1.08939,1.17787,0.208222
9,0,0,2.41098,2.27477,2.88973,1.10409,-0.183705,0.527664
9,0,1,5.56487,5.03622,2.11289,1.10847,1.34657,0.264758
9,0,2,4.1343,3.82508,1.20217,1.10781,1.51625,0.214444
9,0,3,3.41053,3.1913,0.999358,1.1029,1.58915,0.215533
9,0,4,2.84511,2.69482,0.843701,1.09996,1.47793,0.216947
9,0,5,2.35854,2.25944,0.69666,1.10863,1.6855,0.214001
9,0,6,1.90391,1.85029,0.594613,1.09894,2.06776,0.223804
9,0,7,1.48158,1.45779,0.456004,1.09328,2.65449,0.221089
9,0,8,1.09351,1.09425,0.33207,1.08728,-51.1847,0.218279
9,1,0,2.41098,2.30398,2.96261,1.09363,-0.348205,0.534691
9,1,1,5.56487,5.13534,2.19679,1.0958,1.28857,0.272735
9,1,2,4.1343,3.87725,1.25692,1.09884,1.62486,0.222276
9,1,3,3.41053,3.23587,1.03715,1.09447,1.6737,0.221993
9,1,4,2.84511,2.72796,0.87933,1.08811,1.45822,0.224866
9,1,5,2.35854,2.28021,0.724693,1.09798,1.76628,0.221579
9,1,6,1.90391,1.87132,0.607096,1.09376,2.4628,0.227258
9,1,7,1.48158,1.46918,0.472568,1.08389,3.9756,0.22812
9,1,8,1.09351,1.10009,0.339407,1.0775,-3.25423,0.223123
9,2,0,2.41098,2.32687,3.03058,1.08104,-0.552114,0.542004
9,2,1,5.56487,5.21015,2.30049,1.08099,1.28699,0.283273
9,2,2,4.1343,3.92315,1.2977,1.0858,1.49451,0.228874
9,2,3,3.41053,3.27651,1.09097,1.08283,1.88692,0.231641
9,2,4,2.84511,2.75306,0.906625,1.08018,1.49836,0.23072
9,2,5,2.35854,2.29719,0.761417,1.07766,1.43728,0.232866
9,2,6,1.90391,1.88343,0.625504,1.08424,2.93931,0.233526
9,2,7,1.48158,1.48011,0.489396,1.07895,33.8342,0.234497
9,2,8,1.09351,1.10101,0.350076,1.06664,-2.31601,0.230248
9,3,0,2.41098,2.3508,3.10821,1.06811,-0.703202,0.550006
9,3,1,5.56487,5.28803,2.40466,1.06822,1.35241,0.293281
9,3,2,4.1343,3.97941,1.37118,1.07021,1.54246,0.240069
9,3,3,3.41053,3.31196,1.14846,1.06925,2.18872,0.242227
9,3,4,2.84511,2.78045,0.950573,1.07097,1.95982,0.239895
9,3,5,2.35854,2.32041,0.794396,1.06807,1.81136,0.241242
9,3,6,1.90391,1.8903,0.655902,1.06965,3.95084,0.244284
9,3,7,1.48158,1.48593,0.516854,1.06227,-10.364,0.246959
9,3,8,1.09351,1.10438,0.363617,1.05742,-1.70315,0.238338
9,4,0,2.41098,2.37057,3.18299,1.05313,-0.958016,0.558346
9,4,1,5.56487,5.35829,2.5048,1.0558,1.45752,0.302887
9,4,2,4.1343,4.02577,1.4666,1.05248,1.88283,0.254625
9,4,3,3.41053,3.33727,1.20053,1.05547,2.49975,0.252176
9,4,4,2.84511,2.80161,0.995695,1.05447,2.00269,0.250641
9,4,5,2.35854,2.34108,0.838297,1.05183,2.55329,0.253275
9,4,6,1.90391,1.89863,0.688181,1.05278,7.51747,0.255856
9,4,7,1.48158,1.49004,0.533406,1.04929,-3.85386,0.254926
9,4,8,1.09351,1.1059,0.378334,1.04441,-1.35371,0.247786
9,5,0,2.41098,2.38296,3.24182,1.03929,-1.21915,0.565473
9,5,1,5.56487,5.41173,2.60627,1.0395,1.4343,0.313605
9,5,2,4.1343,4.05683,1.51913,1.0429,2.27656,0.262384
9,5,3,3.41053,3.35991,1.24253,1.0372,2.05363,0.261398
9,5,4,2.84511,2.81009,1.02936,1.04364,2.23853,0.258622
9,5,5,2.35854,2.34677,0.871396,1.03916,3.49664,0.262775
9,5,6,1.90391,1.90307,0.709595,1.03831,23.5386,0.264184
9,5,7,1.48158,1.49346,0.548298,1.03814,-1.96159,0.262028
9,5,8,1.09351,1.10529,0.394554,1.02837,-1.27237,0.258701
9,6,0,2.41098,2.38143,3.28343,1.02669,-0.187238,0.571669
9,6,1,5.56487,5.43664,2.7039,1.02623,1.7096,0.32389
9,6,2,4.1343,4.05673,1.5549,1.03209,2.05626,0.268954
9,6,3,3.41053,3.36584,1.27679,1.02877,2.34803,0.26811
9,6,4,2.84511,2.81126,1.07097,1.02653,1.85439,0.26949
9,6,5,2.35854,2.33822,0.894189,1.02762,2.34607,0.270364
9,6,6,1.90391,1.89527,0.724469,1.02421,1.11227,0.271332
9,6,7,1.48158,1.48446,0.564385,1.02315,-9.28938,0.271118
9,6,8,1.09351,1.09686,0.403268,1.01567,-5.69013,0.26608
9,7,0,2.41098,2.3835,3.33339,1.01299,0.758918,0.578537
9,7,1,5.56487,5.46692,2.80381,1.01207,2.06407,0.334357
9,7,2,4.1343,4.07103,1.62627,1.01504,2.16409,0.280865
9,7,3,3.41053,3.3657,1.31941,1.01628,2.3597,0.277048
9,7,4,2.84511,2.81911,1.11807,1.00933,1.7526,0.281168
9,7,5,2.35854,2.33634,0.918533,1.01842,2.54634,0.277577
9,7,6,1.90391,1.89295,0.752904,1.01102,1.87557,0.28175
9,7,7,1.48158,1.47607,0.571098,1.01147,3.70484,0.276312
9,7,8,1.09351,1.08779,0.40861,1.00657,4.47696,0.271254
9,8,0,2.41098,2.40068,4.58964,0.50384,1.74816,0.791074
9,8,1,5.56487,5.52462,5.63721,0.504634,3.11204,0.668308
9,8,2,4.1343,4.11285,3.74367,0.50311,3.48052,0.643445
9,8,3,3.41053,3.39075,3.05901,0.504265,2.93089,0.640799
9,8,4,2.84511,2.83755,2.56914,0.502056,4.22599,0.64299
9,8,5,2.35854,2.35112,2.12403,0.505699,3.54454,0.640764
9,8,6,1.90391,1.89895,1.71809,0.504904,3.10725,0.641528
9,8,7,1.48158,1.47972,1.31751,0.505479,4.50688,0.637729
9,8,8,1.09351,1.091,0.960338,0.499975,6.70289,0.637498
9,9,0,2.41098,2.41098,5.81765,0,-inf,1
9,9,1,5.56487,5.56487,8.43364,0,inf,1
9,9,2,4.1343,4.1343,5.81111,0,-inf,1
9,9,3,3.41053,3.41053,4.77253,0,-inf,1
9,9,4,2.84511,2.84511,3.99028,0,inf,1
9,9,5,2.35854,2.35854,3.31214,-1.01087e-07,inf,1
9,9,6,1.90391,1.90391,2.67739,0,inf,1
9,9,7,1.48158,1.48158,2.06435,0,inf,1
9,9,8,1.09351,1.09351,1.50148,0,-inf,1
9,10,0,2.41098,2.41476,4.6124,0.504463,-1.50138,0.791203
9,10,1,5.56487,5.59208,5.64912,0.502862,1.51055,0.668195
9,10,2,4.1343,4.14613,3.72474,0.504753,2.23267,0.640594
9,10,3,3.41053,3.41589,3.05329,0.503892,2.55715,0.639677
9,10,4,2.84511,2.8494,2.54031,0.508185,4.22103,0.637112
9,10,5,2.35854,2.35687,2.10874,0.5054,-11.3228,0.638951
9,10,6,1.90391,1.90523,1.71001,0.506523,6.84525,0.639324
9,10,7,1.48158,1.47889,1.31427,0.500515,-4.07019,0.639503
9,10,8,1.09351,1.09097,0.949494,0.503963,1.54025,0.633021
9,11,0,2.41098,2.42035,3.40216,1.0144,-2.63909,0.581307
9,11,1,5.56487,5.62999,2.83173,1.01366,0.820082,0.332926
9,11,2,4.1343,4.16296,1.61362,1.01427,2.08952,0.277189
9,11,3,3.41053,3.42384,1.31959,1.01293,1.5323,0.276009
9,11,4,2.84511,2.85259,1.0927,1.01675,3.07507,0.27391
9,11,5,2.35854,2.35498,0.900757,1.01778,-4.33212,0.273006
9,11,6,1.90391,1.90488,0.724614,1.01921,27.1066,0.271844
9,11,7,1.48158,1.47795,0.558862,1.01338,-0.474819,0.271499
9,11,8,1.09351,1.08909,0.395848,1.00684,-0.359954,0.264851
9,12,0,2.41098,2.43413,3.4054,1.02548,-1.3973,0.5782
9,12,1,5.56487,5.6864,2.78766,1.02732,0.836049,0.325401
9,12,2,4.1343,4.19769,1.56794,1.02635,1.78314,0.268325
9,12,3,3.41053,3.445,1.2905,1.02305,1.36214,0.26901
9,12,4,2.84511,2.86031,1.0593,1.02846,2.42208,0.265279
9,12,5,2.35854,2.36221,0.875591,1.02748,8.96875,0.265266
9,12,6,1.90391,1.91374,0.705646,1.02747,4.94522,0.264605
9,12,7,1.48158,1.48223,0.549893,1.01873,17.4887,0.266998
9,12,8,1.09351,1.0897,0.381091,1.01861,-1.69369,0.255251
9,13,0,2.41098,2.44661,3.39381,1.03836,-0.681579,0.57369
9,13,1,5.56487,5.73168,2.70757,1.03991,1.26089,0.315545
9,13,2,4.1343,4.22571,1.51095,1.04197,1.60122,0.25758
9,13,3,3.41053,3.46754,1.24687,1.03429,1.70071,0.25957
9,13,4,2.84511,2.87704,1.00919,1.04217,2.76622,0.252888
9,13,5,2.35854,2.37354,0.850793,1.03627,4.07329,0.25762
9,13,6,1.90391,1.91515,0.675844,1.04135,5.13569,0.253678
9,13,7,1.48158,1.48279,0.52433,1.03206,19.8068,0.255272
9,13,8,1.09351,1.09039,0.367471,1.03074,-2.68317,0.246132
9,14,0,2.41098,2.43237,3.33675,1.05662,-2.45677,0.565985
9,14,1,5.56487,5.7107,2.57174,1.06355,1.19122,0.300179
9,14,2,4.1343,4.20907,1.41721,1.06279,1.74875,0.242239
9,14,3,3.41053,3.45264,1.17002,1.04996,2.77383,0.245149
9,14,4,2.84511,2.86191,0.951194,1.06159,3.97567,0.238975
9,14,5,2.35854,2.35728,0.804101,1.05088,-44.9747,0.245014
9,14,6,1.90391,1.89631,0.641534,1.05156,-7.13201,0.243055
9,14,7,1.48158,1.46943,0.491289,1.05076,-0.944432,0.24063
9,14,8,1.09351,1.07876,0.350744,1.04554,0.694183,0.235979
9,15,0,2.41098,2.24936,3.06157,1.12756,3.23354,0.538727
9,15,1,5.56487,5.29464,2.31627,1.17258,4.87716,0.267528
9,15,2,4.1343,3.89717,1.25232,1.14278,3.06703,0.214803
9,15,3,3.41053,3.19667,1.0331,1.12062,2.44953,0.21851
9,15,4,2.84511,2.64442,0.843574,1.11992,2.07956,0.215642
9,15,5,2.35854,2.17613,0.691489,1.11254,1.73266,0.215409
9,15,6,1.90391,1.75308,0.574552,1.09486,1.4746,0.223205
9,15,7,1.48158,1.35536,0.441721,1.08202,1.3952,0.223704
9,15,8,1.09351,0.993404,0.309361,1.07328,1.3039,0.216671
10,0,0,2.41476,2.27477,2.8805,1.11193,-0.217265,0.524901
10,0,1,5.59208,5.03622,2.07287,1.11701,1.35383,0.259109
10,0,2,4.14613,3.82508,1.17227,1.11463,1.54068,0.208987
10,0,3,3.41589,3.1913,0.964659,1.11278,1.61075,0.208022
10,0,4,2.8494,2.69482,0.812188,1.1095,1.55013,0.209003
10,0,5,2.35687,2.25944,0.67705,1.1126,1.89938,0.208722
10,0,6,1.90523,1.85029,0.582579,1.10359,2.17996,0.219494
10,0,7,1.47889,1.45779,0.439928,1.09902,3.49617,0.214251
10,0,8,1.09097,1.09425,0.318466,1.09955,-10.3052,0.209551
10,1,0,2.41476,2.30398,2.95353,1.10143,-0.385796,0.531958
10,1,1,5.59208,5.13534,2.18414,1.09919,1.30077,0.270502
10,1,2,4.14613,3.87725,1.21629,1.1083,1.64994,0.214965
10,1,3,3.41589,3.23587,1.00142,1.10458,1.69864,0.214317
10,1,4,2.8494,2.72796,0.835302,1.10207,1.55191,0.21377
10,1,5,2.35687,2.28021,0.701098,1.1036,2.04232,0.215133
10,1,6,1.90523,1.87132,0.597214,1.09723,2.63142,0.223783
10,1,7,1.47889,1.46918,0.454177,1.09114,6.18087,0.220225
10,1,8,1.09097,1.10009,0.328703,1.08709,-1.90807,0.216307
10,2,0,2.41476,2.32687,3.01543,1.09142,-0.591508,0.538189
10,2,1,5.59208,5.21015,2.26347,1.08891,1.3019,0.278033
10,2,2,4.14613,3.92315,1.24999,1.09695,1.53168,0.220331
10,2,3,3.41589,3.27651,1.03773,1.09812,1.91166,0.220307
10,2,4,2.8494,2.75306,0.870811,1.09113,1.61582,0.221776
10,2,5,2.35687,2.29719,0.731919,1.08577,1.7855,0.224646
10,2,6,1.90523,1.88343,0.602451,1.09464,3.17459,0.225145
10,2,7,1.47889,1.48011,0.472073,1.08539,-49.7562,0.22721
10,2,8,1.09097,1.10101,0.338316,1.07718,-1.33203,0.222741
10,3,0,2.41476,2.3508,3.08656,1.08123,-0.749185,0.545055
10,3,1,5.59208,5.28803,2.34034,1.08115,1.36586,0.28474
10,3,2,4.14613,3.97941,1.31285,1.0839,1.58961,0.229721
10,3,3,3.41589,3.31196,1.08829,1.08652,2.20716,0.229506
10,3,4,2.8494,2.78045,0.909672,1.08366,2.09747,0.229749
10,3,5,2.35687,2.32041,0.763417,1.07672,2.40401,0.232665
10,3,6,1.90523,1.8903,0.628932,1.08209,4.2064,0.234474
10,3,7,1.47889,1.48593,0.4926,1.07333,-7.95701,0.236425
10,3,8,1.09097,1.10438,0.348776,1.07073,-1.08172,0.228845
10,4,0,2.41476,2.37057,3.15711,1.06801,-1.0037,0.55267
10,4,1,5.59208,5.35829,2.43877,1.069,1.46347,0.294183
10,4,2,4.14613,4.02577,1.39193,1.07011,1.91632,0.241521
10,4,3,3.41589,3.33727,1.13889,1.07312,2.50357,0.239195
10,4,4,2.8494,2.80161,0.952397,1.06795,2.19902,0.239925
10,4,5,2.35687,2.34108,0.794148,1.066,4.01212,0.240796
10,4,6,1.90523,1.89863,0.657838,1.06697,7.38266,0.24482
10,4,7,1.47889,1.49004,0.507628,1.06135,-3.90625,0.243694
10,4,8,1.09097,1.1059,0.361587,1.05944,-0.855018,0.23706
10,5,0,2.41476,2.38296,3.21741,1.05356,-1.25231,0.560065
10,5,1,5.59208,5.41173,2.54024,1.05269,1.44549,0.304914
10,5,2,4.14613,4.05683,1.45138,1.0588,2.27085,0.250535
10,5,3,3.41589,3.35991,1.17744,1.0558,2.10109,0.247672
10,5,4,2.8494,2.81009,0.989266,1.05598,2.45245,0.248739
10,5,5,2.35687,2.34677,0.832957,1.05087,5.93693,0.252084
10,5,6,1.90523,1.90307,0.677162,1.05358,13.2776,0.252361
10,5,7,1.47889,1.49346,0.525214,1.04835,-2.35348,0.252121
10,5,8,1.09097,1.10529,0.376109,1.04493,-0.767318,0.24686
10,6,0,2.41476,2.38143,3.26135,1.04001,-0.334419,0.566661
10,6,1,5.59208,5.43664,2.64263,1.03857,1.67556,0.315777
10,6,2,4.14613,4.05673,1.49053,1.04717,2.07917,0.257668
10,6,3,3.41589,3.36584,1.21598,1.04611,2.37012,0.255307
10,6,4,2.8494,2.81126,1.02842,1.03974,2.11772,0.258981
10,6,5,2.35687,2.33822,0.86293,1.03631,3.56121,0.261848
10,6,6,1.90523,1.89527,0.696181,1.03734,1.87276,0.260998
10,6,7,1.47889,1.48446,0.542518,1.0326,-6.76612,0.261782
10,6,8,1.09097,1.09686,0.382138,1.03474,-2.55994,0.252397
10,7,0,2.41476,2.3835,3.31274,1.02573,0.488787,0.573775
10,7,1,5.59208,5.46692,2.73635,1.02554,1.94588,0.325515
10,7,2,4.14613,4.07103,1.57227,1.02759,2.17473,0.271379
10,7,3,3.41589,3.3657,1.26641,1.03132,2.38049,0.265884
10,7,4,2.8494,2.81911,1.07666,1.02212,2.09938,0.270961
10,7,5,2.35687,2.33634,0.88864,1.02653,3.66551,0.269506
10,7,6,1.90523,1.89295,0.720819,1.02617,2.40965,0.270013
10,7,7,1.47889,1.47607,0.548712,1.02132,11.0653,0.266671
10,7,8,1.09097,1.08779,0.390224,1.0232,6.81786,0.259314
10,8,0,2.41476,2.40068,3.37094,1.01456,0.880128,0.579826
10,8,1,5.59208,5.52462,2.81051,1.0157,2.4709,0.33238
10,8,2,4.14613,4.11285,1.64019,1.01262,3.03909,0.281744
10,8,3,3.41589,3.39075,1.31745,1.0158,2.85173,0.27594
10,8,4,2.8494,2.83755,1.10382,1.01595,4.22418,0.27647
10,8,5,2.35687,2.35112,0.916897,1.01367,7.85483,0.277595
10,8,6,1.90523,1.89895,0.738301,1.01844,3.89517,0.275956
10,8,7,1.47889,1.47972,0.560445,1.01149,-23.2903,0.272494
10,8,8,1.09097,1.091,0.400825,1.01199,-342.457,0.266351
10,9,0,2.41476,2.41098,4.6124,0.504463,-1.50137,0.791203
10,9,1,5.59208,5.56487,5.64912,0.502862,1.51054,0.668195
10,9,2,4.14613,4.1343,3.72474,0.504753,2.23267,0.640594
10,9,3,3.41589,3.41053,3.05329,0.503892,2.55714,0.639677
10,9,4,2.8494,2.84511,2.54031,0.508185,4.22101,0.637112
10,9,5,2.35687,2.35854,2.10874,0.5054,-11.3227,0.638951
10,9,6,1.90523,1.90391,1.71001,0.506523,6.84522,0.639324
10,9,7,1.47889,1.48158,1.31427,0.500515,-4.07016,0.639503
10,9,8,1.09097,1.09351,0.949494,0.503963,1.54023,0.633021
10,10,0,2.41476,2.41476,5.84159,0,-inf,1
10,10,1,5.59208,5.59208,8.47501,0,inf,1
10,10,2,4.14613,4.14613,5.81792,0,inf,1
10,10,3,3.41589,3.41589,4.77381,0,-inf,1
10,10,4,2.8494,2.8494,3.98418,0,-inf,1
10,10,5,2.35687,2.35687,3.28852,-1.01159e-07,inf,1
10,10,6,1.90523,1.90523,2.67204,0,-inf,1
10,10,7,1.47889,1.47889,2.04597,0,-inf,1
10,10,8,1.09097,1.09097,1.49841,0,inf,1
10,11,0,2.41476,2.42035,4.64531,0.50436,-3.41178,0.792091
10,11,1,5.59208,5.62999,5.69487,0.50464,0.318848,0.667909
10,11,2,4.14613,4.16296,3.72047,0.506516,1.98816,0.63873
10,11,3,3.41589,3.42384,3.06195,0.502838,0.84,0.640363
10,11,4,2.8494,2.85259,2.55553,0.501816,1.52689,0.641094
10,11,5,2.35687,2.35498,2.09721,0.505284,1.83769,0.637911
10,11,6,1.90523,1.90488,1.6975,0.506758,-48.5453,0.637466
10,11,7,1.47889,1.47795,1.30209,0.505376,9.69008,0.635401
10,11,8,1.09097,1.08909,0.946515,0.501425,-2.92686,0.633935
10,12,0,2.41476,2.43413,3.44506,1.01331,-1.3768,0.583734
10,12,1,5.59208,5.6864,2.87925,1.01231,0.637269,0.33527
10,12,2,4.14613,4.19769,1.60112,1.01773,1.67841,0.273843
10,12,3,3.41589,3.445,1.32633,1.01199,1.14009,0.27644
10,12,4,2.8494,2.86031,1.09229,1.01505,1.71034,0.273749
10,12,5,2.35687,2.36221,0.899001,1.01292,2.60455,0.273335
